,PCR,수정주가,CPS,code,year
2020/12(IFRS연결),5.81,"72,000","12,402",005610,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.31,"70,800","11,229",005610,2021
2017/12(IFRS연결),296.58,"21,818",74,121800,2017
2018/12(IFRS연결),-312.35,"7,273",-23,121800,2018
2019/12(IFRS연결),-120.50,"7,730",-64,121800,2019
2020/12(IFRS연결),-408.02,"7,870",-19,121800,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-343.88,"24,200",-70,121800,2021
2017/12(IFRS연결),-3.45,"33,650","-9,747",210980,2017
2018/12(IFRS연결),-3.22,"26,750","-8,299",210980,2018
2019/12(IFRS연결),1.99,"29,100","14,594",210980,2019
2020/12(IFRS연결),-5.14,"43,150","-8,393",210980,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-27.89,"31,750","-1,139",210980,2021
2017/12(IFRS연결),5.05,"10,700","2,119",049070,2017
2018/12(IFRS연결),3.20,"11,500","3,596",049070,2018
2019/12(IFRS연결),2.18,"12,900","5,928",049070,2019
2020/12(IFRS연결),12.05,"30,150","2,501",049070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.52,"32,250","5,846",049070,2021
2017/12(IFRS연결),,,464,192650,2017
2018/12(IFRS연결),0.00,,"1,220",192650,2018
2019/12(IFRS연결),8.74,"6,685",765,192650,2019
2020/12(IFRS연결),30.78,"11,700",380,192650,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",9.81,"12,100","1,233",192650,2021
2017/12(IFRS연결),3.47,"9,450","2,726",033640,2017
2018/12(IFRS연결),5.35,"9,810","1,834",033640,2018
2019/12(IFRS연결),6.17,"24,050","3,895",033640,2019
2020/12(IFRS연결),21.18,"42,500","2,007",033640,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.65,"38,350","3,292",033640,2021
2017/12(IFRS연결),9.29,"128,000","13,780",000640,2017
2018/12(IFRS연결),11.47,"109,000","9,501",000640,2018
2019/12(IFRS연결),6.82,"107,500","15,768",000640,2019
2020/12(IFRS연결),8.89,"122,500","13,773",000640,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.50,"115,000","20,913",000640,2021
2017/12(IFRS연결),9.08,"66,900","7,366",025540,2017
2018/12(IFRS연결),7.98,"40,600","5,089",025540,2018
2019/12(IFRS연결),7.20,"42,750","5,941",025540,2019
2020/12(IFRS연결),5.99,"62,200","10,388",025540,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",26.86,"76,300","2,840",025540,2021
2017/12(IFRS연결),-19.74,"92,800","-4,701",145995,2017
2018/12(IFRS연결),8.57,"55,000","6,415",145995,2018
2019/12(IFRS연결),4.19,"50,600","12,063",145995,2019
2020/12(IFRS연결),3.23,"60,400","18,688",145995,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-37.33,"62,700","-1,679",145995,2021
2017/12(IFRS연결),51.81,"120,500","2,326",057050,2017
2018/12(IFRS연결),663.11,"99,000",149,057050,2018
2019/12(IFRS연결),29.77,"80,500","2,704",057050,2019
2020/12(IFRS연결),4.22,"81,500","19,299",057050,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.46,"63,400","7,493",057050,2021
2017/12(IFRS연결),4.78,"11,800","2,466",002350,2017
2018/12(IFRS연결),6.08,"9,170","1,507",002350,2018
2019/12(IFRS연결),3.26,"9,130","2,798",002350,2019
2020/12(IFRS연결),3.60,"6,190","1,719",002350,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.68,"6,820","2,545",002350,2021
2017/12(IFRS연결),-25.45,"8,001",-314,178320,2017
2018/12(IFRS연결),3.82,"8,686","2,273",178320,2018
2019/12(IFRS연결),-28.23,"14,418",-511,178320,2019
2020/12(IFRS연결),-25.43,"25,332",-996,178320,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-149.78,"21,627",-144,178320,2021
2017/12(IFRS연결),29.07,"40,855","1,405",001060,2017
2018/12(IFRS연결),17.17,"37,466","2,183",001060,2018
2019/12(IFRS연결),11.89,"27,976","2,354",001060,2019
2020/12(IFRS연결),12.71,"34,068","2,681",001060,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",29.59,"22,800",771,001060,2021
2017/12(IFRS연결),25.02,"38,550","1,540",007575,2017
2018/12(IFRS연결),24.23,"27,500","1,135",007575,2018
2019/12(IFRS연결),12.17,"22,550","1,853",007575,2019
2020/12(IFRS연결),22.36,"65,800","2,943",007575,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.17,"28,050","3,432",007575,2021
2017/12(IFRS별도),4.42,"7,095","1,606",131970,2017
2018/12(IFRS별도),4.10,"9,761","2,382",131970,2018
2019/12(IFRS별도),8.15,"25,662","3,150",131970,2019
2020/12(IFRS별도),13.34,"56,200","4,214",131970,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",6.36,"49,950","7,853",131970,2021
2017/12(IFRS연결),0.62,"16,560","26,523",097230,2017
2018/12(IFRS연결),0.29,"8,280","28,913",097230,2018
2019/12(IFRS연결),1.89,"4,985","2,644",097230,2019
2020/12(IFRS연결),2.31,"7,320","3,176",097230,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-6.05,"8,040","-1,329",097230,2021
2017/12(IFRS연결),8.99,"31,950","3,553",007340,2017
2018/12(IFRS연결),4.31,"32,000","7,420",007340,2018
2019/12(IFRS연결),3.24,"29,350","9,060",007340,2019
2020/12(IFRS연결),2.44,"25,750","10,560",007340,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",17.55,"71,800","4,092",007340,2021
2017/12(IFRS연결),-49.45,"122,000","-2,467",000070,2017
2018/12(IFRS연결),7.96,"78,500","9,862",000070,2018
2019/12(IFRS연결),3.30,"67,000","20,328",000070,2019
2020/12(IFRS연결),2.69,"74,500","27,681",000070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",3.61,"98,200","27,224",000070,2021
2017/12(IFRS연결),10.71,"5,390",503,033290,2017
2018/12(IFRS연결),15.99,"4,755",297,033290,2018
2019/12(IFRS연결),9.83,"5,640",574,033290,2019
2020/12(IFRS연결),13.14,"5,670",432,033290,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.28,"8,450","1,021",033290,2021
2017/12(IFRS연결),18.19,"234,000","12,867",049770,2017
2018/12(IFRS연결),42.45,"287,500","6,772",049770,2018
2019/12(IFRS연결),6.50,"226,000","34,786",049770,2019
2020/12(IFRS연결),4.42,"179,000","40,495",049770,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.70,"194,500","41,348",049770,2021
2017/12(IFRS연결),36.58,"39,050","1,068",069080,2017
2018/12(IFRS연결),9.15,"21,300","2,327",069080,2018
2019/12(IFRS연결),29.41,"16,300",554,069080,2019
2020/12(IFRS연결),9.02,"34,600","3,835",069080,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.58,"28,900","2,496",069080,2021
2017/12(IFRS연결),7.78,"14,300","1,838",089980,2017
2018/12(IFRS연결),25.21,"13,200",524,089980,2018
2019/12(IFRS연결),64.80,"15,250",235,089980,2019
2020/12(IFRS연결),57.17,"45,700",799,089980,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",39.59,"52,300","1,321",089980,2021
2017/12(IFRS연결),4.69,"29,050","6,188",001430,2017
2018/12(IFRS연결),7.21,"17,700","2,454",001430,2018
2019/12(IFRS연결),1.69,"15,250","9,018",001430,2019
2020/12(IFRS연결),0.99,"10,600","10,756",001430,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.59,"19,900","2,317",001430,2021
2017/12(IFRS연결),9.74,"46,850","4,809",064960,2017
2018/12(IFRS연결),4.38,"27,050","6,180",064960,2018
2019/12(IFRS연결),6.29,"42,750","6,791",064960,2019
2020/12(IFRS연결),5.18,"49,400","9,528",064960,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.53,"47,050","4,079",064960,2021
2017/12(IFRS연결),11.77,"27,000","2,294",004430,2017
2018/12(IFRS연결),7.85,"19,050","2,426",004430,2018
2019/12(IFRS연결),4.79,"15,550","3,249",004430,2019
2020/12(IFRS연결),5.01,"15,950","3,184",004430,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-28.14,"21,450",-762,004430,2021
2017/12(IFRS연결),29.07,"40,855","1,405",001067,2017
2018/12(IFRS연결),17.17,"37,466","2,183",001067,2018
2019/12(IFRS연결),11.89,"27,976","2,354",001067,2019
2020/12(IFRS연결),12.71,"34,068","2,681",001067,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",29.59,"22,800",771,001067,2021
2017/12(IFRS연결),22.19,"9,440",425,091700,2017
2018/12(IFRS연결),4.90,"8,180","1,669",091700,2018
2019/12(IFRS연결),8.57,"13,200","1,541",091700,2019
2020/12(IFRS연결),25.77,"11,200",435,091700,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.40,"13,300","3,021",091700,2021
2017/12(IFRS연결),24.29,"2,460",101,090710,2017
2018/12(IFRS연결),-8.03,"1,015",-126,090710,2018
2019/12(IFRS연결),49.49,"1,090",22,090710,2019
2020/12(IFRS연결),-12.59,"1,735",-138,090710,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-27.51,"1,000",-36,090710,2021
2017/12(IFRS별도),1.97,"2,900","1,475",000400,2017
2018/12(IFRS별도),0.84,"2,640","3,147",000400,2018
2019/12(IFRS별도),-2.95,"2,075",-705,000400,2019
2020/12(IFRS별도),8.38,"1,750",209,000400,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",3.96,"1,620",409,000400,2021
2017/12(IFRS연결),4.30,"14,650","3,403",034310,2017
2018/12(IFRS연결),2.74,"17,950","6,558",034310,2018
2019/12(IFRS연결),3.03,"20,900","6,890",034310,2019
2020/12(IFRS연결),2.38,"19,450","8,166",034310,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.64,"16,000","6,058",034310,2021
2017/12(IFRS연결),5.76,"28,552","4,957",002240,2017
2018/12(IFRS연결),3.75,"20,239","5,393",002240,2018
2019/12(IFRS연결),5.03,"17,888","3,555",002240,2019
2020/12(IFRS연결),1.88,"14,700","7,804",002240,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.34,"19,450","1,716",002240,2021
2017/12(IFRS연결),5.88,"9,780","1,664",003075,2017
2018/12(IFRS연결),20.16,"7,130",354,003075,2018
2019/12(IFRS연결),1.77,"9,690","5,459",003075,2019
2020/12(IFRS연결),1.47,"19,300","13,106",003075,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.89,"22,600","7,811",003075,2021
2017/12(IFRS별도),-49.73,"5,280",-106,206650,2017
2018/12(IFRS별도),52.77,"5,781",110,206650,2018
2019/12(IFRS별도),16.62,"7,612",458,206650,2019
2020/12(IFRS별도),373.74,"21,300",57,206650,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-163.45,"35,050",-214,206650,2021
2017/12(IFRS연결),-4.54,"107,014","-23,581",003030,2017
2018/12(IFRS연결),1.96,"49,300","25,108",003030,2018
2019/12(IFRS연결),2.12,"47,400","22,334",003030,2019
2020/12(IFRS연결),0.69,"44,550","64,895",003030,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-2.57,"103,000","-40,006",003030,2021
2017/12(IFRS연결),-15.27,"5,360",-351,017960,2017
2018/12(IFRS연결),7.23,"7,040",973,017960,2018
2019/12(IFRS연결),-816.41,"7,830",-10,017960,2019
2020/12(IFRS연결),8.52,"13,450","1,579",017960,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",18.53,"10,750",580,017960,2021
2017/12(IFRS연결),20.19,"17,600",872,091120,2017
2018/12(IFRS연결),11.30,"17,100","1,514",091120,2018
2019/12(IFRS연결),6.47,"8,520","1,317",091120,2019
2020/12(IFRS연결),14.70,"12,300",837,091120,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.09,"31,850","3,156",091120,2021
2017/12(IFRS별도),17.75,"3,355",189,041190,2017
2018/12(IFRS연결),-23.63,"2,590",-110,041190,2018
2019/12(IFRS연결),-243.52,"2,520",-10,041190,2019
2020/12(IFRS연결),-239.16,"4,870",-20,041190,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",43.62,"9,140",210,041190,2021
2017/12(IFRS연결),11.75,"19,235","1,637",095340,2017
2018/12(IFRS연결),7.39,"8,620","1,166",095340,2018
2019/12(IFRS연결),11.55,"9,750",844,095340,2019
2020/12(IFRS연결),15.42,"27,000","1,751",095340,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",14.67,"35,350","2,410",095340,2021
2017/12(IFRS연결),31.84,"62,300","1,957",145720,2017
2018/12(IFRS연결),"-1,107.67","57,500",-52,145720,2018
2019/12(IFRS연결),-51.15,"53,800","-1,052",145720,2019
2020/12(IFRS연결),6.01,"41,100","6,844",145720,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.42,"69,800","6,696",145720,2021
2017/12(IFRS연결),19.76,"4,419",224,230360,2017
2018/12(IFRS연결),12.71,"5,700",448,230360,2018
2019/12(IFRS연결),24.50,"16,100",657,230360,2019
2020/12(IFRS연결),19.05,"30,000","1,575",230360,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",12.86,"16,700","1,298",230360,2021
2017/12(IFRS별도),8.40,"21,200","2,524",008730,2017
2018/12(IFRS연결),15.45,"12,900",835,008730,2018
2019/12(IFRS연결),8.80,"14,000","1,591",008730,2019
2020/12(IFRS연결),8.73,"20,550","2,355",008730,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",19.95,"27,250","1,366",008730,2021
2017/12(IFRS연결),-67.29,"11,600",-172,085370,2017
2018/12(IFRS연결),-29.68,"8,140",-274,085370,2018
2019/12(IFRS연결),-54.91,"9,130",-166,085370,2019
2020/12(IFRS연결),19.73,"9,610",487,085370,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",14.22,"19,350","1,361",085370,2021
2017/12(IFRS연결),10.46,"17,200","1,645",017810,2017
2018/12(IFRS연결),5.54,"7,960","1,438",017810,2018
2019/12(IFRS연결),5.55,"11,250","2,028",017810,2019
2020/12(IFRS연결),6.71,"16,550","2,467",017810,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.16,"17,300","2,811",017810,2021
2017/12(IFRS연결),7.64,"25,650","3,356",183300,2017
2018/12(IFRS연결),6.29,"21,350","3,397",183300,2018
2019/12(IFRS연결),6.29,"27,900","4,432",183300,2019
2020/12(IFRS연결),8.67,"49,950","5,758",183300,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.29,"67,100","6,522",183300,2021
2017/12(IFRS연결),37.75,"23,875",632,092040,2017
2018/12(IFRS연결),230.43,"34,100",148,092040,2018
2019/12(IFRS연결),55.78,"25,450",456,092040,2019
2020/12(IFRS연결),83.20,"38,400",462,092040,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",76.27,"31,750",416,092040,2021
2017/12(IFRS연결),3.96,"55,500","14,013",009970,2017
2018/12(IFRS연결),3.14,"62,500","19,928",009970,2018
2019/12(IFRS연결),2.33,"48,200","20,717",009970,2019
2020/12(IFRS연결),1.15,"37,750","32,763",009970,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.57,"46,750","29,693",009970,2021
2017/12(IFRS연결),20.89,"2,490",119,106240,2017
2018/12(IFRS연결),47.35,"1,350",29,106240,2018
2019/12(IFRS연결),102.64,"4,140",40,106240,2019
2020/12(IFRS연결),16.06,"4,415",275,106240,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.13,"13,650","1,040",106240,2021
2017/12(IFRS연결),-46.53,"29,700",-638,192400,2017
2018/12(IFRS연결),10.47,"23,700","2,264",192400,2018
2019/12(IFRS연결),19.06,"21,000","1,102",192400,2019
2020/12(IFRS연결),7.74,"19,980","2,582",192400,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",7.95,"19,150","2,409",192400,2021
2017/12(IFRS연결),-126.42,"22,404",-177,048530,2017
2018/12(IFRS연결),158.66,"21,602",136,048530,2018
2019/12(IFRS연결),-602.10,"15,500",-26,048530,2019
2020/12(IFRS연결),126.93,"27,850",219,048530,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",43.02,"21,050",489,048530,2021
2017/12(IFRS연결),-1.10,"10,181","-9,296",038540,2017
2018/12(IFRS연결),10.26,"14,835","1,446",038540,2018
2019/12(IFRS연결),0.74,"8,670","11,743",038540,2019
2020/12(IFRS연결),-1.44,"6,420","-4,456",038540,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.65,"8,300","5,032",038540,2021
2017/12(IFRS연결),-22.76,"4,580",-201,950130,2017
2018/12(IFRS연결),-20.24,"4,285",-212,950130,2018
2019/12(IFRS연결),-143.01,"2,060",-14,950130,2019
2020/12(IFRS연결),21.33,"22,050","1,034",950130,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",3.55,"16,000","4,502",950130,2021
2017/12(IFRS연결),9.92,"34,050","3,434",043150,2017
2018/12(IFRS연결),9.65,"21,600","2,238",043150,2018
2019/12(IFRS연결),10.66,"29,200","2,738",043150,2019
2020/12(IFRS연결),6.52,"22,450","3,443",043150,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.90,"35,350","2,971",043150,2021
2017/12(IFRS연결),0.83,"8,140","9,860",000370,2017
2018/12(IFRS연결),0.97,"5,910","6,088",000370,2018
2019/12(IFRS연결),0.18,"2,825","16,028",000370,2019
2020/12(IFRS연결),0.29,"3,835","13,022",000370,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",0.35,"3,710","10,611",000370,2021
2017/12(IFRS별도),10.62,"15,250","1,436",006390,2017
2018/12(IFRS별도),32.43,"42,150","1,300",006390,2018
2019/12(IFRS별도),12.53,"30,450","2,431",006390,2019
2020/12(IFRS별도),7.73,"29,700","3,844",006390,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",17.88,"33,300","1,862",006390,2021
2017/12(IFRS별도),8.93,"4,310",482,101490,2017
2018/12(IFRS별도),6.04,"3,770",624,101490,2018
2019/12(IFRS별도),27.56,"12,200",443,101490,2019
2020/12(IFRS연결),130.52,"43,500",333,101490,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",62.44,"36,800",589,101490,2021
2017/12(IFRS연결),9.60,"64,755","6,746",036830,2017
2018/12(IFRS연결),4.27,"45,616","10,676",036830,2018
2019/12(IFRS연결),7.21,"80,872","11,214",036830,2019
2020/12(IFRS연결),8.88,"45,100","5,079",036830,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",161.56,"34,600",214,036830,2021
2017/12(IFRS연결),3.65,"3,085",844,038500,2017
2018/12(IFRS연결),8.84,"4,300",486,038500,2018
2019/12(IFRS연결),6.12,"3,790",619,038500,2019
2020/12(IFRS연결),4.62,"3,990",864,038500,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",15.53,"4,730",305,038500,2021
2017/12(IFRS연결),"-6,965.83","14,250",-2,082270,2017
2018/12(IFRS연결),"-1,547.72","12,000",-8,082270,2018
2019/12(IFRS연결),"-1,953.77","38,550",-20,082270,2019
2020/12(IFRS연결),67.34,"23,900",355,082270,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-200.88,"17,500",-87,082270,2021
2017/12(IFRS연결),6.41,"11,000","1,717",183190,2017
2018/12(IFRS연결),4.43,"10,350","2,334",183190,2018
2019/12(IFRS연결),2.70,"7,600","2,810",183190,2019
2020/12(IFRS연결),3.51,"7,250","2,066",183190,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.59,"12,200","2,657",183190,2021
2017/12(IFRS연결),7.66,"31,300","4,085",093050,2017
2018/12(IFRS연결),5.83,"24,850","4,264",093050,2018
2019/12(IFRS연결),3.57,"18,500","5,183",093050,2019
2020/12(IFRS연결),1.41,"14,700","10,452",093050,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.62,"17,250","10,631",093050,2021
2017/12(IFRS연결),129.30,"1,336",10,047820,2017
2018/12(IFRS연결),-6.11,"1,688",-276,047820,2018
2019/12(IFRS연결),12.35,"1,216",98,047820,2019
2020/12(IFRS연결),58.75,"2,090",36,047820,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",123.41,"3,100",25,047820,2021
2017/12(IFRS연결),1.85,"15,250","8,232",027410,2017
2018/12(IFRS연결),-23.20,"8,070",-348,027410,2018
2019/12(IFRS연결),38.68,"5,600",145,027410,2019
2020/12(IFRS연결),21.95,"4,895",223,027410,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",332.10,"5,290",16,027410,2021
2017/12(IFRS별도),-188.01,"57,700",-307,199800,2017
2018/12(IFRS별도),-101.51,"100,000",-985,199800,2018
2019/12(IFRS별도),-34.96,"53,600","-1,533",199800,2019
2020/12(IFRS별도),-73.99,"111,000","-1,500",199800,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-41.97,"90,600","-2,159",199800,2021
2017/12(IFRS연결),5.88,"9,780","1,664",003070,2017
2018/12(IFRS연결),20.16,"7,130",354,003070,2018
2019/12(IFRS연결),1.77,"9,690","5,459",003070,2019
2020/12(IFRS연결),1.47,"19,300","13,106",003070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.89,"22,600","7,811",003070,2021
2017/12(IFRS별도),6.46,"68,900","10,663",071840,2017
2018/12(IFRS별도),15.40,"46,650","3,029",071840,2018
2019/12(IFRS별도),5.60,"30,900","5,522",071840,2019
2020/12(IFRS별도),1.99,"31,150","15,674",071840,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",4.05,"25,150","6,206",071840,2021
2017/12(IFRS연결),-55.86,"14,750",-264,217270,2017
2018/12(IFRS연결),-15.13,"10,100",-668,217270,2018
2019/12(IFRS연결),-25.14,"6,720",-267,217270,2019
2020/12(IFRS연결),-77.34,"26,700",-345,217270,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-43.74,"28,000",-640,217270,2021
2017/12(IFRS연결),35.40,"97,100","2,743",108670,2017
2018/12(IFRS연결),4.02,"56,600","14,066",108670,2018
2019/12(IFRS연결),1.59,"54,700","34,397",108670,2019
2020/12(IFRS연결),1.68,"78,000","46,388",108670,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.70,"61,500","13,073",108670,2021
2017/12(IFRS연결),1.52,"24,500","16,168",001390,2017
2018/12(IFRS연결),3.70,"17,400","4,700",001390,2018
2019/12(IFRS연결),1.04,"12,000","11,552",001390,2019
2020/12(IFRS연결),1.00,"23,850","23,845",001390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.88,"30,750","10,672",001390,2021
2017/12(IFRS연결),-0.47,"10,300","-21,936",032190,2017
2018/12(IFRS연결),-0.26,"9,450","-37,016",032190,2018
2019/12(IFRS연결),-0.11,"8,300","-76,098",032190,2019
2020/12(IFRS연결),-0.37,"12,800","-34,543",032190,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-0.17,"15,100","-89,337",032190,2021
2017/12(IFRS별도),-57.53,"51,800",-900,950160,2017
2018/12(IFRS별도),-76.91,"43,150",-561,950160,2018
2019/12(IFRS별도),-11.23,"8,010",-713,950160,2019
2020/12(IFRS별도),-12.84,"8,010",-624,950160,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-12.28,"8,010",-652,950160,2021
2017/12(IFRS연결),12.42,"26,650","2,146",033240,2017
2018/12(IFRS연결),5.79,"11,800","2,038",033240,2018
2019/12(IFRS연결),8.33,"10,600","1,273",033240,2019
2020/12(IFRS연결),-15.77,"22,800","-1,446",033240,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.52,"25,050","2,174",033240,2021
2017/12(IFRS연결),8.38,"12,800","1,527",086390,2017
2018/12(IFRS연결),3.45,"10,500","3,045",086390,2018
2019/12(IFRS연결),14.05,"14,350","1,022",086390,2019
2020/12(IFRS연결),149.03,"27,200",183,086390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-107.76,"29,650",-275,086390,2021
2017/12(IFRS연결),"8,921.98","33,257",4,041960,2017
2018/12(IFRS연결),-584.61,"18,491",-32,041960,2018
2019/12(IFRS연결),"1,024.75","15,250",15,041960,2019
2020/12(IFRS연결),"34,225.89","13,450",0,041960,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-439.00,"8,590",-20,041960,2021
2017/12(IFRS연결),5.03,"1,349",268,002900,2017
2018/12(IFRS연결),5.76,"1,510",262,002900,2018
2019/12(IFRS연결),6.67,"1,290",193,002900,2019
2020/12(IFRS연결),3.57,"1,575",441,002900,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.86,"1,765",257,002900,2021
2017/12(GAAP개별),,,-45,268600,2017
2018/12(IFRS연결),-54.91,"11,204",-204,268600,2018
2019/12(IFRS별도),-38.66,"28,810",-745,268600,2019
2020/12(IFRS별도),-95.25,"94,133",-988,268600,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-33.24,"43,700","-1,315",268600,2021
2017/12(IFRS연결),-24.73,"13,318",-538,140410,2017
2018/12(IFRS연결),-36.40,"30,709",-844,140410,2018
2019/12(IFRS연결),-79.56,"63,855",-803,140410,2019
2020/12(IFRS연결),-208.40,"58,681",-282,140410,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-128.32,"72,466",-565,140410,2021
2017/12(IFRS연결),-4.43,"9,910","-2,239",068400,2017
2018/12(IFRS연결),-10.75,"12,300","-1,144",068400,2018
2019/12(IFRS연결),-4.76,"11,800","-2,477",068400,2019
2020/12(IFRS연결),-2.83,"9,050","-3,194",068400,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-7.72,"10,250","-1,327",068400,2021
2017/12(IFRS연결),0.88,"5,250","5,950",085620,2017
2018/12(IFRS연결),-2.67,"4,610","-1,724",085620,2018
2019/12(IFRS연결),2.18,"4,135","1,894",085620,2019
2020/12(IFRS연결),-9.58,"3,850",-402,085620,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",7.90,"4,005",507,085620,2021
2017/12(IFRS연결),42.69,"27,250",638,115390,2017
2018/12(IFRS연결),22.30,"20,700",928,115390,2018
2019/12(IFRS연결),19.06,"14,300",750,115390,2019
2020/12(IFRS연결),6.96,"10,150","1,459",115390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",32.71,"11,600",355,115390,2021
2017/12(IFRS연결),11.14,"25,800","2,317",102710,2017
2018/12(IFRS연결),5.81,"12,550","2,161",102710,2018
2019/12(IFRS연결),6.64,"28,600","4,305",102710,2019
2020/12(IFRS연결),9.17,"47,650","5,197",102710,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",33.19,"34,250","1,032",102710,2021
2017/06(IFRS연결),2.55,"1,070",419,005390,2017
2018/06(IFRS연결),30.74,"1,040",34,005390,2018
2019/06(IFRS연결),13.15,"1,080",82,005390,2019
2020/06(IFRS연결),4.44,"1,745",393,005390,2020
"2021/06(IFRS연결)
													
													연간컨센서스보기",3.05,"3,690","1,208",005390,2021
2017/12(IFRS연결),23.69,"1,392",59,001470,2017
2018/12(IFRS연결),-5.03,865,-172,001470,2018
2019/12(IFRS연결),-8.94,717,-80,001470,2019
2020/12(IFRS연결),-23.16,"4,580",-198,001470,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-11.63,"2,325",-200,001470,2021
2017/12(IFRS연결),-12.59,"4,130",-328,009160,2017
2018/12(IFRS연결),3.09,"2,440",790,009160,2018
2019/12(IFRS연결),5.14,"2,945",573,009160,2019
2020/12(IFRS연결),-9.48,"2,470",-260,009160,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.58,"6,410",974,009160,2021
2017/12(IFRS연결),15.65,"21,350","1,365",143240,2017
2018/12(IFRS연결),21.82,"18,150",832,143240,2018
2019/12(IFRS연결),12.33,"31,000","2,515",143240,2019
