,PCR,수정주가,CPS,code,year
2018/12(IFRS연결),-25.23,"2,870",-114,038060,2018
2019/12(IFRS연결),15.15,"3,080",203,038060,2019
2020/12(IFRS연결),13.15,"3,115",237,038060,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-8.29,"1,210",-146,038060,2021
2017/12(IFRS연결),-29.67,"6,590",-222,094970,2017
2018/12(IFRS연결),1.35,"2,800","2,080",094970,2018
2019/12(IFRS연결),8.24,"3,830",465,094970,2019
2020/12(IFRS연결),3.87,"2,900",749,094970,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.79,"4,235","1,515",094970,2021
2017/12(IFRS별도),-7.76,"2,170",-280,010660,2017
2018/12(IFRS별도),4.80,"1,820",379,010660,2018
2019/12(IFRS별도),15.67,"2,760",176,010660,2019
2020/12(IFRS별도),40.74,"2,635",65,010660,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",4.24,"2,665",628,010660,2021
2017/12(IFRS연결),0.78,"5,902","7,521",101000,2017
2018/12(IFRS별도),-1.84,"3,320","-1,808",101000,2018
2019/12(IFRS연결),-4.97,"1,540",-310,101000,2019
2020/12(IFRS연결),-8.04,770,-96,101000,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",90.74,953,11,101000,2021
2017/12(IFRS연결),,,987,198080,2017
2018/12(IFRS연결),,,"1,379",198080,2018
2019/12(IFRS연결),,,"1,398",198080,2019
2020/12(IFRS연결),4.35,"4,330",996,198080,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",47.06,"3,350",71,198080,2021
2017/12(IFRS연결),-50.90,"6,229",-122,238120,2017
2018/12(IFRS연결),-26.96,"6,554",-243,238120,2018
2019/12(IFRS연결),73.92,"6,779",92,238120,2019
2020/12(IFRS연결),"1,995.34","9,900",5,238120,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",453.15,"8,570",19,238120,2021
2017/06(IFRS연결),-5.45,"4,490",-824,093240,2017
2018/06(IFRS연결),23.65,"3,600",152,093240,2018
2019/06(IFRS연결),14.06,"1,770",126,093240,2019
2020/06(IFRS연결),3.70,"1,045",283,093240,2020
"2021/06(IFRS연결)
													
													연간컨센서스보기",12.86,"5,590",435,093240,2021
2017/12(IFRS별도),7.07,973,138,021040,2017
2018/12(IFRS별도),-39.40,980,-25,021040,2018
2019/12(IFRS별도),5.33,994,187,021040,2019
2020/12(IFRS별도),5.52,838,152,021040,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-5.94,785,-132,021040,2021
2017/12(IFRS별도),7.07,973,138,021045,2017
2018/12(IFRS별도),-39.40,980,-25,021045,2018
2019/12(IFRS별도),5.33,994,187,021045,2019
2020/12(IFRS별도),5.52,838,152,021045,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-5.94,785,-132,021045,2021
2017/12(IFRS연결),-10.25,"2,490",-243,114190,2017
2018/12(IFRS연결),-4.11,"2,740",-666,114190,2018
2019/12(IFRS연결),8.65,"3,810",441,114190,2019
2020/12(IFRS연결),-10.08,"2,500",-248,114190,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-11.31,"2,500",-221,114190,2021
2017/03(IFRS연결),14.07,"4,675",332,008110,2017
2018/03(IFRS연결),8.03,"4,055",505,008110,2018
2019/03(IFRS연결),6.68,"3,460",518,008110,2019
2020/03(IFRS연결),2.67,"3,085","1,154",008110,2020
"2021/03(IFRS연결)
													
													연간컨센서스보기",11.75,"5,890",501,008110,2021
2017/12(IFRS연결),-25.04,"5,270",-210,032860,2017
2018/12(IFRS연결),24.20,"6,290",260,032860,2018
2019/12(IFRS연결),-5.18,"3,620",-699,032860,2019
2020/12(IFRS별도),227.22,"9,780",43,032860,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-7.31,"4,060",-556,032860,2021
2017/12(IFRS연결),9.52,"1,885",198,104040,2017
2018/12(IFRS연결),32.04,"1,635",51,104040,2018
2019/12(IFRS연결),17.34,"1,335",77,104040,2019
2020/12(IFRS별도),56.94,"2,160",38,104040,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",27.50,"2,085",76,104040,2021
2017/12(IFRS연결),-4.52,525,-232,044380,2017
2018/12(IFRS연결),-7.04,401,-114,044380,2018
2019/12(IFRS연결),102.55,796,16,044380,2019
2020/12(IFRS연결),13.62,"1,075",79,044380,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-4.86,"1,300",-267,044380,2021
2017/12(IFRS연결),60.65,"18,050",298,016100,2017
2018/12(IFRS연결),-56.45,"11,000",-195,016100,2018
2019/12(IFRS연결),-5.74,"5,650",-984,016100,2019
2020/12(IFRS연결),-12.70,"3,645",-287,016100,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",34.16,"3,470",102,016100,2021
2017/12(IFRS연결),7.61,"3,995",525,008370,2017
2018/12(IFRS연결),14.14,"3,395",240,008370,2018
2019/12(IFRS연결),6.07,"3,915",645,008370,2019
2020/12(IFRS연결),7.32,"4,415",603,008370,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.76,"5,310",386,008370,2021
2017/12(IFRS연결),-2.83,"19,300","-6,820",000950,2017
2018/12(IFRS연결),-2.36,"17,150","-7,281",000950,2018
2019/12(IFRS연결),-2.89,"15,350","-5,314",000950,2019
2020/12(IFRS연결),-3.18,"29,850","-9,377",000950,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-46.74,"40,200",-860,000950,2021
2017/12(IFRS연결),2.44,"2,883","1,179",066360,2017
2018/12(IFRS연결),-115.75,"2,032",-18,066360,2018
2019/12(IFRS연결),"-1,408.55","2,362",-2,066360,2019
2020/12(IFRS연결),-5.97,"1,971",-330,066360,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-3.87,"1,465",-379,066360,2021
2017/12(IFRS연결),20.67,"5,500",266,006570,2017
2018/12(IFRS연결),-5.49,"4,180",-761,006570,2018
2019/12(IFRS연결),-15.84,"4,120",-260,006570,2019
2020/12(IFRS연결),6.15,"3,975",647,006570,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-19.81,"3,525",-178,006570,2021
2017/12(IFRS연결),12.37,"2,815",228,075130,2017
2018/12(IFRS연결),9.02,"2,370",263,075130,2018
2019/12(IFRS연결),12.23,"2,456",201,075130,2019
2020/12(IFRS연결),17.03,"3,300",194,075130,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",70.63,"4,815",68,075130,2021
2017/12(IFRS연결),3.49,"2,440",699,021650,2017
2018/12(IFRS연결),13.07,"2,330",178,021650,2018
2019/12(IFRS연결),5.42,"2,725",503,021650,2019
2020/12(IFRS연결),4.14,"3,950",954,021650,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",39.83,"4,175",105,021650,2021
2017/12(IFRS별도),104.88,"9,240",88,147760,2017
2018/12(IFRS별도),7.13,"4,170",585,147760,2018
2019/12(IFRS별도),20.64,"5,140",249,147760,2019
2020/12(IFRS별도),7.13,"6,610",927,147760,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",9.53,"8,920",936,147760,2021
2017/12(IFRS별도),-39.06,"3,920",-100,018620,2017
2018/12(IFRS연결),-9.08,"1,860",-205,018620,2018
2019/12(IFRS연결),-31.97,"2,450",-77,018620,2019
2020/12(IFRS연결),31.09,"2,875",92,018620,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",14.79,"2,100",142,018620,2021
2017/12(IFRS별도),-90.50,"1,021",-11,005030,2017
2018/12(IFRS별도),-2.09,488,-233,005030,2018
2019/12(IFRS별도),5.43,469,86,005030,2019
2020/12(IFRS별도),-4.61,719,-156,005030,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-24.89,591,-24,005030,2021
2017/12(IFRS별도),-13.41,"4,180",-312,096640,2017
2018/12(IFRS별도),-5.21,"1,995",-383,096640,2018
2019/12(IFRS연결),-80.03,"1,640",-20,096640,2019
2020/12(IFRS연결),5.09,"1,820",358,096640,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-3.29,"1,815",-552,096640,2021
2017/12(IFRS연결),48.20,"1,905",40,050760,2017
2018/12(IFRS연결),-14.95,"1,845",-123,050760,2018
2019/12(IFRS연결),3.84,"5,490","1,430",050760,2019
2020/12(IFRS연결),25.17,"5,750",228,050760,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",3.10,"3,810","1,230",050760,2021
2017/12(IFRS연결),19.23,"6,005",312,263810,2017
2018/12(IFRS연결),-12.34,"3,868",-313,263810,2018
2019/12(IFRS연결),52.72,"3,670",70,263810,2019
2020/12(IFRS연결),41.42,"4,885",118,263810,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-30.23,"4,190",-139,263810,2021
2017/12(IFRS별도),110.74,"26,600",240,196300,2017
2018/12(IFRS별도),-34.01,"13,800",-406,196300,2018
2019/12(IFRS별도),-154.25,"10,100",-65,196300,2019
2020/12(IFRS별도),"-1,433.86","13,800",-10,196300,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",87.52,"15,350",175,196300,2021
2017/12(IFRS연결),-10.84,"3,365",-310,049120,2017
2018/12(IFRS연결),5.52,"2,105",382,049120,2018
2019/12(IFRS연결),4.08,"2,110",517,049120,2019
2020/12(IFRS연결),-52.27,"1,720",-33,049120,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-12.24,"2,570",-210,049120,2021
2017/12(IFRS연결),,,-321,204020,2017
2018/12(IFRS연결),12.02,"3,595",299,204020,2018
2019/12(IFRS연결),-33.32,"2,790",-84,204020,2019
2020/12(IFRS연결),18.53,"2,995",162,204020,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",454.56,"2,645",6,204020,2021
2017/12(IFRS연결),19.58,"3,565",182,019770,2017
2018/12(IFRS연결),1.85,"3,130","1,691",019770,2018
2019/12(IFRS연결),-17.22,"2,640",-153,019770,2019
2020/12(IFRS연결),5.60,"9,040","1,613",019770,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-47.55,"7,420",-156,019770,2021
2017/12(IFRS연결),47.81,822,17,002870,2017
2018/12(IFRS연결),3.26,"1,305",400,002870,2018
2019/12(IFRS연결),2.98,"1,495",501,002870,2019
2020/12(IFRS연결),-10.14,"3,500",-345,002870,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-15.34,"2,215",-144,002870,2021
2017/12(IFRS연결),-167.80,"3,480",-21,066910,2017
2018/12(IFRS연결),41.64,"2,129",51,066910,2018
2019/12(IFRS연결),-12.80,"1,550",-121,066910,2019
2020/12(IFRS연결),-37.37,"1,760",-47,066910,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-11.44,"2,410",-211,066910,2021
2017/12(IFRS연결),-13.57,"3,020",-223,039310,2017
2018/12(IFRS연결),9.98,"3,750",376,039310,2018
2019/12(IFRS연결),12.59,"3,070",244,039310,2019
2020/12(IFRS연결),4.80,"2,755",574,039310,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",12.27,"3,660",298,039310,2021
2017/12(IFRS별도),-29.36,"3,424",-117,204840,2017
2018/12(IFRS연결),-31.69,"3,429",-108,204840,2018
2019/12(IFRS연결),-39.04,"1,100",-28,204840,2019
2020/12(IFRS연결),-24.59,"1,450",-59,204840,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-30.32,"1,240",-41,204840,2021
2017/12(IFRS연결),-10.94,"2,935",-268,011420,2017
2018/12(IFRS연결),-16.28,"1,660",-102,011420,2018
2019/12(IFRS연결),45.28,"1,485",33,011420,2019
2020/12(IFRS별도),13.73,"1,430",104,011420,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",52.21,"3,055",59,011420,2021
2017/12(IFRS별도),23.59,"2,285",97,051630,2017
2018/12(IFRS별도),-128.27,"6,300",-49,051630,2018
2019/12(IFRS별도),48.81,"4,650",95,051630,2019
2020/12(IFRS별도),113.78,"5,450",48,051630,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-30.05,"5,500",-183,051630,2021
2017/12(IFRS별도),-54.08,"3,640",-67,067730,2017
2018/12(IFRS별도),6.21,"2,815",454,067730,2018
2019/12(IFRS별도),-14.51,"3,450",-238,067730,2019
2020/12(IFRS별도),45.88,"4,650",101,067730,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",18.42,"6,500",353,067730,2021
2017/12(IFRS별도),11.84,"6,570",555,101240,2017
2018/12(IFRS별도),9.62,"5,315",553,101240,2018
2019/12(IFRS별도),14.73,"8,360",568,101240,2019
2020/12(IFRS별도),19.94,"7,340",368,101240,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",13.99,"6,890",493,101240,2021
2017/12(IFRS연결),-5.78,"3,460",-598,090370,2017
2018/12(IFRS연결),-11.35,"1,905",-168,090370,2018
2019/12(IFRS연결),-16.19,"1,310",-81,090370,2019
2020/12(IFRS연결),46.54,"1,070",23,090370,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",27.04,939,35,090370,2021
2017/12(IFRS연결),-8.77,"5,300",-605,046310,2017
2018/12(IFRS연결),4.94,"2,780",563,046310,2018
2019/12(IFRS연결),1.14,"2,985","2,608",046310,2019
2020/12(IFRS연결),-6.88,"3,030",-440,046310,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",39.90,"4,145",104,046310,2021
2017/12(IFRS연결),133.36,"6,040",45,031510,2017
2018/12(IFRS연결),5.43,"3,800",700,031510,2018
2019/12(IFRS연결),1.87,"2,020","1,078",031510,2019
2020/12(IFRS연결),4.63,"2,870",620,031510,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",12.93,"2,340",181,031510,2021
2017/12(IFRS연결),-16.05,"2,105",-131,045510,2017
2018/12(IFRS연결),6.62,"1,700",257,045510,2018
2019/12(IFRS연결),-8.08,"1,745",-216,045510,2019
2020/12(IFRS연결),10.36,"1,945",188,045510,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",427.38,"2,485",6,045510,2021
2017/12(IFRS연결),8.20,"5,250",640,131220,2017
2018/12(IFRS연결),9.14,"4,660",510,131220,2018
2019/12(IFRS연결),15.56,"5,090",327,131220,2019
2020/12(IFRS연결),28.86,"20,700",717,131220,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",17.77,"9,850",554,131220,2021
2017/12(IFRS별도),8.11,"1,970",243,032080,2017
2018/12(IFRS별도),6.24,"1,760",282,032080,2018
2019/12(IFRS별도),-22.70,"1,855",-82,032080,2019
2020/12(IFRS별도),12.89,"1,830",142,032080,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",12.93,"3,315",256,032080,2021
2017/12(IFRS연결),3.79,526,139,900110,2017
2018/12(IFRS연결),58.98,234,4,900110,2018
2019/12(IFRS연결),2.62,230,88,900110,2019
2020/12(IFRS연결),0.86,236,273,900110,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.45,146,27,900110,2021
2017/12(IFRS연결),15.76,"2,890",183,031310,2017
2018/12(IFRS연결),4.95,"4,640",938,031310,2018
2019/12(IFRS연결),-965.21,"3,300",-3,031310,2019
2020/12(IFRS연결),23.49,"3,815",162,031310,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-8.16,"4,420",-542,031310,2021
2017/12(IFRS연결),-23.12,"4,290",-186,079950,2017
2018/12(IFRS연결),21.50,"2,950",137,079950,2018
2019/12(IFRS연결),-1.28,"2,570","-2,005",079950,2019
2020/12(IFRS연결),0.99,"2,615","2,633",079950,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-7.67,"2,690",-351,079950,2021
2017/12(IFRS연결),19.62,"3,905",199,099440,2017
2018/12(IFRS연결),-7.66,"2,975",-389,099440,2018
2019/12(IFRS연결),-4.59,"2,370",-517,099440,2019
2020/12(IFRS연결),6.02,"1,965",326,099440,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",104.34,"1,985",19,099440,2021
2017/12(IFRS별도),-59.53,"5,530",-93,226400,2017
2018/12(IFRS별도),102.50,"2,728",27,226400,2018
2019/12(IFRS별도),-10.96,"2,135",-195,226400,2019
2020/12(IFRS별도),13.96,"3,010",216,226400,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",19.72,"3,565",181,226400,2021
2017/12(IFRS별도),13.03,"3,765",289,119500,2017
2018/12(IFRS별도),13.05,"3,620",277,119500,2018
2019/12(IFRS별도),9.00,"2,930",325,119500,2019
2020/12(IFRS별도),11.38,"4,060",357,119500,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",68.59,"4,650",68,119500,2021
2016/12(IFRS별도),,,"-1,245",263540,2017
2017/12(IFRS별도),-10.82,"162,800","-15,042",263540,2018
2018/12(IFRS별도),-8.21,"84,000","-10,228",263540,2019
2019/12(IFRS별도),-113.59,"142,800","-1,257",263540,2020
"2020/12(IFRS별도)
													
													연간컨센서스보기",-92.96,"40,300",-434,263540,2021
2017/12(IFRS연결),34.14,"6,320",185,083640,2017
2018/12(IFRS연결),"-1,450.48","7,300",-5,083640,2018
2019/12(IFRS연결),-48.33,"3,725",-77,083640,2019
2020/12(IFRS연결),42.35,"3,325",79,083640,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-116.37,"1,700",-15,083640,2021
2017/12(IFRS연결),11.90,"12,050","1,012",078000,2017
2018/12(IFRS연결),14.92,"12,750",855,078000,2018
2019/12(IFRS연결),-212.07,"13,300",-63,078000,2019
2020/12(IFRS연결),359.81,"12,100",34,078000,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.77,"10,950","1,017",078000,2021
2017/12(IFRS연결),-4.34,"9,880","-2,275",012620,2017
2018/12(IFRS연결),4.30,"9,150","2,126",012620,2018
2019/12(IFRS연결),9.92,"8,970",904,012620,2019
2020/12(IFRS연결),6.20,"8,780","1,416",012620,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.80,"14,150","1,310",012620,2021
2017/12(IFRS별도),-28.68,860,-30,050090,2017
2018/12(IFRS연결),65.25,629,10,050090,2018
2019/12(IFRS연결),-16.91,652,-39,050090,2019
2020/12(IFRS연결),-320.88,"1,145",-4,050090,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-23.71,855,-36,050090,2021
2017/12(IFRS별도),91.85,"3,350",36,045340,2017
2018/12(IFRS별도),16.07,"2,555",159,045340,2018
2019/12(IFRS별도),10.99,"3,175",289,045340,2019
2020/12(IFRS별도),15.70,"7,570",482,045340,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",27.81,"10,600",381,045340,2021
2017/12(IFRS연결),9.37,"15,543","1,659",063760,2017
2018/12(IFRS연결),3.64,"6,718","1,844",063760,2018
2019/12(IFRS연결),25.96,"6,296",243,063760,2019
2020/12(IFRS연결),-11.58,"5,532",-478,063760,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.42,"7,570",564,063760,2021
2017/12(IFRS별도),34.53,"1,945",56,099410,2017
2018/12(IFRS별도),"2,266.65","2,005",1,099410,2018
2019/12(IFRS별도),-18.43,"2,750",-149,099410,2019
2020/12(IFRS별도),-36.58,"3,090",-84,099410,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",13.42,"3,235",241,099410,2021
2017/12(IFRS연결),-21.62,"1,190",-55,027040,2017
2018/12(IFRS연결),36.81,"1,165",32,027040,2018
2019/12(IFRS연결),-30.71,"1,010",-33,027040,2019
2020/12(IFRS연결),21.01,860,41,027040,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",29.20,765,26,027040,2021
2017/12(IFRS연결),-150.66,"51,554",-342,025560,2017
2018/12(IFRS연결),-74.62,"41,902",-562,025560,2018
2019/12(IFRS연결),-41.61,"33,250",-799,025560,2019
2020/12(IFRS연결),-75.19,"15,200",-202,025560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.01,"14,050","1,276",025560,2021
2017/12(IFRS연결),-26.91,"2,790",-104,046070,2017
2018/12(IFRS연결),"-5,384.80","2,180",-0,046070,2018
2019/12(IFRS연결),7.77,"2,195",282,046070,2019
2020/12(IFRS연결),2.67,"1,290",483,046070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.11,"1,495",364,046070,2021
2017/12(IFRS연결),6.54,"25,696","3,930",101390,2017
2018/12(IFRS연결),1.91,"11,950","6,250",101390,2018
2019/12(IFRS연결),-2.96,"10,900","-3,676",101390,2019
2020/12(IFRS연결),18.53,"8,150",440,101390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.69,"6,780","4,002",101390,2021
2017/12(IFRS연결),23.59,"11,350",481,100030,2017
2018/12(IFRS연결),9.92,"9,810",989,100030,2018
2019/12(IFRS연결),8.43,"20,700","2,457",100030,2019
2020/12(IFRS연결),18.42,"18,750","1,018",100030,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.49,"19,900","1,732",100030,2021
2017/12(IFRS연결),5.56,"5,600","1,007",091340,2017
2018/12(IFRS연결),2.34,"3,630","1,549",091340,2018
2019/12(IFRS연결),4.48,"8,470","1,890",091340,2019
2020/12(IFRS연결),2.59,"5,230","2,019",091340,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",39.06,"5,780",148,091340,2021
2017/12(IFRS별도),-71.21,"1,995",-28,032580,2017
2018/12(IFRS별도),-10.80,"1,740",-161,032580,2018
2019/12(IFRS별도),-10.22,"1,605",-157,032580,2019
2020/12(IFRS별도),2.37,"1,305",550,032580,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",7.18,"1,540",214,032580,2021
2017/12(IFRS연결),,,"-1,311",227100,2017
2018/12(IFRS연결),-8.31,"8,582","-1,033",227100,2018
2019/12(IFRS연결),-3.87,"7,145","-1,845",227100,2019
2020/12(IFRS연결),4.17,"5,402","1,296",227100,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-367.86,"8,210",-22,227100,2021
2017/12(IFRS연결),7.97,"8,350","1,048",080470,2017
2018/12(IFRS연결),22.83,"8,380",367,080470,2018
2019/12(IFRS연결),9.71,"8,100",834,080470,2019
2020/12(IFRS연결),4.19,"8,540","2,037",080470,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.42,"8,170","1,273",080470,2021
2017/12(IFRS연결),72.41,"4,125",57,043710,2017
2018/12(IFRS연결),-26.14,"2,660",-102,043710,2018
2019/12(IFRS연결),-2.27,"1,435",-634,043710,2019
2020/12(IFRS연결),-3.55,"1,015",-286,043710,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.82,"1,140",237,043710,2021
2017/12(IFRS별도),23.99,"10,610",442,036480,2017
2018/12(IFRS별도),21.32,"17,600",825,036480,2018
2019/12(IFRS별도),26.09,"15,900",609,036480,2019
2020/12(IFRS별도),19.02,"16,200",852,036480,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",24.75,"14,350",580,036480,2021
2017/12(IFRS연결),1.85,"9,250","5,012",036000,2017
2018/12(IFRS연결),3.68,"5,400","1,466",036000,2018
2019/12(IFRS연결),0.70,"3,750","5,323",036000,2019
2020/12(IFRS연결),-1.09,"2,985","-2,731",036000,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",36.84,"2,470",67,036000,2021
2017/12(IFRS연결),,,322,290270,2017
2018/12(IFRS연결),17.86,"3,585",201,290270,2018
2019/12(IFRS연결),14.83,"4,665",315,290270,2019
2020/12(IFRS연결),18.39,"5,570",303,290270,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.79,"6,450",598,290270,2021
2017/12(IFRS연결),48.72,"3,981",82,121850,2017
2018/12(IFRS연결),-5.89,"1,552",-264,121850,2018
2019/12(IFRS연결),-8.25,"1,298",-157,121850,2019
2020/12(IFRS연결),11.41,"1,346",118,121850,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-16.48,"6,343",-385,121850,2021
2017/12(IFRS연결),13.89,"7,020",505,138070,2017
2018/12(IFRS연결),6.76,"5,430",803,138070,2018
2019/12(IFRS연결),8.49,"5,420",639,138070,2019
2020/12(IFRS연결),6.79,"4,730",696,138070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.00,"6,200",477,138070,2021
2017/12(IFRS연결),1.98,"9,420","4,752",073110,2017
2018/12(IFRS연결),2.45,"6,460","2,641",073110,2018
2019/12(IFRS연결),-26.84,"17,500",-652,073110,2019
2020/12(IFRS연결),10.77,"13,450","1,248",073110,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",12.42,"9,240",744,073110,2021
2017/03(IFRS별도),3.09,"2,655",859,067010,2017
2018/03(IFRS별도),-16.66,"2,380",-143,067010,2018
2019/03(IFRS별도),23.06,"2,230",97,067010,2019
2020/03(IFRS별도),5.46,"4,040",740,067010,2020
"2021/03(IFRS별도)
													
													연간컨센서스보기",7.52,"7,150",950,067010,2021
2017/12(IFRS연결),13.44,"1,427",106,131090,2017
2018/12(IFRS연결),18.99,"1,177",62,131090,2018
2019/12(IFRS연결),9.00,"1,330",148,131090,2019
2020/12(IFRS연결),14.57,"1,551",106,131090,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",12.93,"1,390",107,131090,2021
2017/12(IFRS연결),-23.61,"4,878",-207,015260,2017
2018/12(IFRS연결),45.31,"2,604",57,015260,2018
2019/12(IFRS연결),-74.97,"2,337",-31,015260,2019
2020/12(IFRS별도),11.42,"1,635",143,015260,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-5.44,"2,185",-401,015260,2021
2017/12(IFRS연결),8.25,"3,392",411,131760,2017
2018/12(IFRS연결),1.89,"1,423",754,131760,2018
2019/12(IFRS연결),-10.70,"2,160",-202,131760,2019
2020/12(IFRS연결),-12.96,"1,705",-132,131760,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.98,"1,690",339,131760,2021
2017/12(IFRS연결),13.86,"7,990",576,032750,2017
2018/12(IFRS연결),15.24,"6,021",395,032750,2018
2019/12(IFRS연결),6.85,"9,549","1,394",032750,2019
2020/12(IFRS연결),6.96,"9,341","1,341",032750,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-14.78,"10,150",-687,032750,2021
2017/12(IFRS연결),14.50,"2,490",172,131180,2017
2018/12(IFRS연결),17.60,"1,945",111,131180,2018
2019/12(IFRS연결),8.75,"1,795",205,131180,2019
2020/12(IFRS연결),12.54,"1,550",124,131180,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",14.81,"2,090",141,131180,2021
2017/12(GAAP개별),41.97,"9,400",224,279600,2017
2018/12(IFRS연결),45.22,"10,350",229,279600,2018
2019/12(IFRS연결),-28.86,"7,420",-257,279600,2019
2020/12(IFRS별도),123.55,"9,650",78,279600,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",60.14,"16,050",267,279600,2021
2017/12(IFRS연결),2.65,"9,430","3,554",030720,2017
2018/12(IFRS연결),107.96,"9,000",83,030720,2018
2019/12(IFRS연결),2.47,"10,150","4,108",030720,2019
2020/12(IFRS연결),6.56,"9,280","1,414",030720,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.80,"9,350","1,062",030720,2021
2016/12(IFRS연결),9.35,"4,880",522,900300,2017
2017/12(IFRS연결),4.57,"3,030",664,900300,2018
2018/12(IFRS연결),4.05,"2,645",653,900300,2019
2019/12(IFRS연결),1.59,"1,450",914,900300,2020
"2020/12(IFRS연결)
													
													연간컨센서스보기",1.12,568,508,900300,2021
2017/12(IFRS연결),28.41,"5,750",202,114630,2017
2018/12(IFRS연결),25.98,"4,345",167,114630,2018
2019/12(IFRS연결),-7.23,"3,915",-541,114630,2019
2020/12(IFRS연결),7.77,"4,125",531,114630,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",893.61,"4,745",5,114630,2021
2017/12(IFRS별도),-89.22,"1,640",-18,010640,2017
2018/12(IFRS별도),15.99,"2,245",140,010640,2018
2019/12(IFRS연결),11.48,"3,900",340,010640,2019
2020/12(IFRS연결),14.44,"3,870",268,010640,2020
