,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2020/12
									
(IFRS연결)","5,311",665,665,986,760,751,9,"43,563","37,669","5,893","5,797",96,"3,530","-7,642",63,"8,406",18,,"8,556",12.52,14.30,13.04,2.08,639.19,67.55,"1,103",2.89,"9,250",0.34,150,4.70,35.20,"60,314,092",다올투자증권,030210,2020
"2021/12
									
(IFRS연결)","7,799","1,482","1,482","2,316","1,761","1,619",142,"92,292","82,615","9,677","6,497","3,180","3,530","-6,195",-292,"7,912",69,,"13,592",19.01,22.58,26.35,2.38,853.75,175.54,"2,459",2.11,"11,102",0.47,250,4.82,29.69,"60,314,092",다올투자증권,030210,2021
"2017/12
									
(IFRS별도)","1,480",297,297,365,272,272,,"2,748",318,"2,431","2,431",,97,235,-375,-38,191,44,0,20.04,18.37,11.73,10.49,13.06,"2,482.89","1,461",15.23,"15,922",1.40,300,1.35,16.86,"18,600,070",환인제약,016580,2017
"2018/12
									
(IFRS별도)","1,547",273,273,293,215,215,,"2,877",281,"2,596","2,596",,97,175,-143,-46,41,134,0,17.68,13.91,8.56,7.65,10.83,"2,691.73","1,157",16.55,"17,003",1.13,300,1.57,21.29,"18,600,070",환인제약,016580,2018
"2019/12
									
(IFRS연결)","1,592",262,262,282,186,187,-1,"3,049",304,"2,745","2,738",7,97,247,-401,-52,28,220,16,16.44,11.69,,,11.09,"2,837.25","1,005",15.37,"17,933",0.86,300,1.94,24.50,"18,600,070",환인제약,016580,2019
"2020/12
									
(IFRS연결)","1,717",284,284,311,232,234,-2,"3,296",330,"2,966","2,961",5,97,228,6,-52,80,148,22,16.55,13.51,8.21,7.31,11.11,"3,033.99","1,257",13.28,"19,396",0.86,300,1.80,19.58,"18,600,070",환인제약,016580,2020
"2021/12
									
(IFRS연결)","1,778",313,313,339,265,267,-2,"3,532",360,"3,172","3,169",3,97,353,-21,-52,44,309,17,17.59,14.88,8.70,7.75,11.34,"3,263.74","1,433",12.42,"20,760",0.86,300,1.69,17.18,"18,600,070",환인제약,016580,2021
"2017/12
									
(IFRS연결)","1,867",160,160,10,11,11,,"2,670","2,222",448,448,,399,349,-264,23,19,330,"1,197",8.59,0.60,3.29,0.44,495.93,8.95,14,274.36,533,7.18,0,0.00,0.00,"80,247,952",유니슨,018000,2017
"2018/12
									
(IFRS연결)","1,652",10,10,-144,-144,-144,,"2,297","1,576",720,720,,487,-182,15,67,11,-194,"1,011",0.58,-8.74,-24.74,-5.82,218.88,47.17,-152,N/A,740,2.13,0,0.00,0.00,"93,600,606",유니슨,018000,2018
"2019/12
									
(IFRS연결)",759,-138,-138,-41,-41,-41,,"2,364","1,652",712,712,,487,-71,82,6,13,-84,"1,009",-18.17,-5.38,-5.71,-1.75,231.98,45.35,-42,N/A,731,1.37,0,0.00,0.00,"93,600,606",유니슨,018000,2019
"2020/12
									
(IFRS연결)",802,-117,-117,-234,-234,-234,,"2,567","1,810",757,757,,606,-108,-46,178,24,-132,999,-14.60,-29.21,-31.87,-9.50,238.98,22.21,-218,N/A,625,7.85,0,0.00,0.00,"121,239,301",유니슨,018000,2020
"2021/12
									
(IFRS연결)","1,497",50,50,-43,-13,-13,,"2,716","1,942",774,774,,609,31,-18,-42,36,-5,979,3.34,-0.87,-1.69,-0.49,250.93,20.82,-11,N/A,636,4.43,,,,"121,778,559",유니슨,018000,2021
"2017/12
									
(IFRS연결)","1,689",281,281,241,204,205,-1,"1,563",589,974,971,3,75,272,-186,100,163,109,130,16.63,12.10,23.24,16.00,60.47,"1,335.02","1,374",9.46,"6,910",1.88,120,0.92,8.21,"14,942,112",하이비젼시스템,126700,2017
"2018/12
									
(IFRS연결)","1,831",201,201,249,203,224,-21,"1,675",470,"1,205","1,170",,75,187,4,-14,180,7,139,10.97,11.08,20.91,12.53,39.03,"1,641.53","1,498",5.88,"8,460",1.04,100,1.14,6.18,"14,942,112",하이비젼시스템,126700,2018
"2019/12
									
(IFRS연결)","1,342",36,36,62,65,84,-19,"1,659",407,"1,252","1,231",21,75,-144,-85,-95,35,-179,72,2.72,4.85,6.98,3.91,32.50,"1,714.59",560,22.31,"8,893",1.41,50,0.40,8.27,"14,942,112",하이비젼시스템,126700,2019
"2020/12
									
(IFRS연결)","1,832",128,128,162,98,105,-7,"1,684",344,"1,341","1,325",16,75,149,54,-21,17,131,61,6.99,5.32,8.20,5.83,25.63,"1,844.37",701,21.11,"9,597",1.54,50,0.34,6.59,"14,942,112",하이비젼시스템,126700,2020
"2021/12
									
(IFRS연결)","2,729",435,435,536,453,433,21,"2,437",570,"1,866","1,797",69,75,592,-536,38,16,576,55,15.94,16.61,27.72,22.00,30.56,"2,453.36","2,896",8.22,"12,989",1.83,150,0.63,4.80,,하이비젼시스템,126700,2021
"2017/12
									
(IFRS연결)",231,34,34,15,27,28,-1,544,54,490,492,-2,53,26,-24,,1,24,11,14.91,11.65,5.77,5.08,10.98,864.04,52,54.06,940,2.98,0,0.00,0.00,"53,267,083",알서포트,131370,2017
"2018/12
									
(IFRS연결)",247,55,55,69,50,50,0,589,52,537,539,,53,-5,-4,-7,1,-6,8,22.18,20.14,9.73,8.79,9.70,957.53,94,22.20,"1,035",2.02,10,0.48,10.38,"53,267,083",알서포트,131370,2018
"2019/12
									
(IFRS연결)",285,58,58,96,89,86,3,786,166,620,620,0,53,56,-141,70,130,-74,114,20.36,31.14,14.87,12.91,26.71,"1,110.36",162,16.45,"1,191",2.23,20,0.75,12.08,"53,267,083",알서포트,131370,2019
"2020/12
									
(IFRS연결)",464,185,185,-9,-12,-13,0,755,153,602,602,1,53,184,-26,-78,5,179,52,39.84,-2.67,-2.08,-1.61,25.33,"1,071.78",-24,N/A,"1,154",11.48,30,0.23,-123.42,"53,267,083",알서포트,131370,2020
"2021/12
									
(IFRS연결)",525,175,175,201,245,245,0,939,105,834,833,1,53,170,-101,-59,64,106,24,33.27,46.73,34.16,28.95,12.62,"1,502.42",460,17.33,"1,598",4.99,40,0.50,8.51,,알서포트,131370,2021
"2017/12
									
(IFRS연결)","3,397",203,203,239,171,171,0,"2,576","1,014","1,562","1,562",0,58,381,-167,-173,141,240,310,5.99,5.04,11.19,6.15,64.90,"2,759.51","1,487",7.87,"13,826",0.85,200,1.71,13.21,"11,500,000",동아지질,028100,2017
"2018/12
									
(IFRS연결)","3,607",261,261,277,187,187,0,"2,848","1,100","1,748","1,748",,58,535,-395,-97,233,302,235,7.23,5.19,11.32,6.91,62.94,"3,033.78","1,630",10.52,"15,466",1.11,200,1.17,12.06,"11,500,000",동아지질,028100,2018
"2019/12
									
(IFRS연결)","3,809",229,229,250,190,190,0,"3,223","1,284","1,939","1,939",0,58,160,-368,337,575,-415,636,6.02,5.00,10.33,6.27,66.22,"3,327.03","1,656",11.56,"17,159",1.12,200,1.04,11.87,"11,500,000",동아지질,028100,2019
"2020/12
									
(IFRS연결)","3,146",32,32,29,20,20,0,"3,348","1,433","1,915","1,915",0,58,240,-122,128,180,59,833,1.03,0.65,1.06,0.62,74.82,"3,338.71",178,88.29,"16,951",0.93,75,0.48,41.45,"11,500,000",동아지질,028100,2020
"2021/12
									
(IFRS연결)","2,895",40,40,62,47,47,0,"3,508","1,464","2,044","2,044",0,58,313,-230,-20,239,74,837,1.39,1.62,2.35,1.37,71.64,"3,421.96",405,45.20,"18,086",1.01,350,1.91,104.14,"11,500,000",동아지질,028100,2021
"2017/12
									
(IFRS별도)",610,-50,-50,-67,-67,-67,,364,203,161,161,,190,-5,-8,12,10,-16,103,-8.21,-10.93,-34.33,-17.02,126.12,-14.08,-176,N/A,424,2.40,0,0.00,0.00,"37,937,500",비보존 헬스케어,082800,2017
"2018/12
									
(IFRS별도)",460,-129,-129,-85,-85,-85,,"1,007",322,684,684,,372,-46,-569,722,15,-61,232,-28.07,-18.55,-20.19,-12.45,47.05,83.84,-168,N/A,919,1.57,0,0.00,0.00,"74,460,326",비보존 헬스케어,082800,2018
"2019/12
									
(IFRS연결)",450,-20,-20,-226,-290,-280,-10,"1,647",557,"1,090","1,090",,602,-39,-356,"1,021",2,-41,418,-4.39,-64.53,,,51.06,81.55,-334,N/A,905,2.31,0,0.00,0.00,"120,429,650",비보존 헬스케어,082800,2019
"2020/12
									
(IFRS연결)",436,-79,-79,-438,-441,-438,-3,"2,482","1,366","1,116","1,078",38,703,46,-642,672,9,38,"1,084",-18.22,-101.13,-40.36,-21.36,122.45,53.02,-334,N/A,766,2.75,0,0.00,0.00,"140,651,093",비보존 헬스케어,082800,2020
"2021/12
									
(IFRS연결)",577,-179,-179,-758,-710,-695,-16,"1,945","1,079",865,851,14,850,-175,-471,135,101,-276,841,-31.06,-123.01,-72.00,-32.09,124.71,-0.36,-426,N/A,501,2.19,0,0.00,,"169,906,834",비보존 헬스케어,082800,2021
"2017/12
									
(IFRS연결)","1,628",223,223,187,158,153,5,"1,024",241,783,740,43,47,180,-115,4,133,47,40,13.67,9.68,23.25,16.43,30.82,"1,503.43","1,642",7.52,"8,194",1.51,100,0.81,5.90,"9,317,745",GST,083450,2017
"2018/12
									
(IFRS연결)","1,298",104,104,115,103,96,7,"1,050",192,858,810,,47,23,-69,-28,81,-58,53,8.01,7.94,12.42,9.93,22.40,"1,685.83","1,033",4.30,"9,108",0.49,0,0.00,0.00,"9,317,745",GST,083450,2018
"2019/12
									
(IFRS연결)","1,682",219,219,230,180,179,1,"1,368",334,"1,033",993,40,47,193,-45,-10,23,171,62,13.02,10.68,19.83,14.86,32.37,"2,077.59","1,918",5.32,"11,164",0.91,200,1.96,9.95,"9,317,745",GST,083450,2019
"2020/12
									
(IFRS연결)","1,669",182,182,168,155,158,-3,"1,418",281,"1,137","1,106",31,47,196,-37,-53,18,177,53,10.88,9.28,15.06,11.12,24.70,"2,363.23","1,696",10.14,"12,522",1.37,150,0.87,8.38,"9,317,745",GST,083450,2020
"2021/12
									
(IFRS연결)","3,045",464,464,486,390,377,12,"2,062",549,"1,514","1,459",54,47,256,-194,-1,116,139,72,15.24,12.80,29.42,22.39,36.26,"3,138.16","4,051",9.29,"16,558",2.27,300,0.80,7.01,"9,317,745",GST,083450,2021
"2017/12
									
(IFRS연결)","6,132",460,460,395,266,239,28,"7,564","4,253","3,311","2,725",586,249,98,-159,190,142,-44,"3,171",7.50,4.34,9.03,3.63,128.45,"1,045.75",960,5.98,"12,186",0.47,100,1.74,9.39,"24,279,820",금강공업,014280,2017
"2018/12
									
(IFRS연결)","5,679",253,253,233,149,144,4,"8,528","4,986","3,542","2,848",,249,219,-395,319,378,-159,"3,707",4.46,2.62,5.18,1.85,140.76,"1,093.86",580,7.10,"12,735",0.32,100,2.43,15.53,"24,279,820",금강공업,014280,2018
"2019/12
									
(IFRS연결)","5,497",26,26,-24,-50,-90,40,"8,340","4,881","3,459","2,717",742,250,279,5,-277,210,68,"3,516",0.48,-0.90,-3.23,-0.59,141.08,"1,041.40",-360,N/A,"12,073",0.32,80,2.10,-20.11,"24,421,719",금강공업,014280,2019
"2020/12
									
(IFRS연결)","5,019",-15,-15,32,23,-15,38,"7,792","4,259","3,533","2,753",780,273,140,377,-447,430,-291,"3,152",-0.29,0.46,-0.55,0.29,120.56,983.20,-58,N/A,"11,115",0.48,40,0.74,-66.17,"26,682,886",금강공업,014280,2020
"2021/12
									
(IFRS연결)","5,705",259,259,289,220,199,21,"8,687","4,820","3,867","3,106",761,299,-202,-53,358,126,-328,"3,554",4.54,3.86,6.80,2.67,124.65,"1,005.01",669,11.69,"11,309",0.69,100,1.28,13.82,"29,329,357",금강공업,014280,2021
"2017/12
									
(IFRS별도)",5,-41,-41,-39,-39,-39,,159,4,154,154,,45,-36,-76,108,10,-47,0,-807.47,-764.45,-33.79,-31.23,2.83,243.34,-443,N/A,"1,730",10.03,0,0.00,0.00,"8,921,164",피씨엘,241820,2017
"2018/12
									
(IFRS별도)",1,-60,-60,-58,-58,-58,,106,9,97,97,,45,-59,94,1,21,-80,0,"-4,670.22","-4,489.80",-45.84,-43.56,9.02,114.87,-646,N/A,"1,090",8.81,0,0.00,0.00,"8,941,164",피씨엘,241820,2018
"2019/12
									
(IFRS별도)",0,-64,-64,-80,-80,-80,,157,99,58,58,,48,-51,-92,111,12,-63,60,"-17,906.50","-22,244.14",-102.36,-60.42,170.45,20.37,-881,N/A,611,13.19,0,0.00,0.00,"9,528,497",피씨엘,241820,2019
"2020/12
									
(IFRS별도)",537,257,257,195,195,195,,436,68,367,367,,50,-23,52,-2,28,-51,34,47.83,36.34,91.65,65.79,18.53,626.60,"2,025",18.05,"3,646",10.02,0,0.00,0.00,"10,078,897",피씨엘,241820,2020
"2021/12
									
(IFRS연결)",461,-258,-258,-317,-317,-317,0,793,627,166,145,21,52,-162,-92,591,85,-247,339,-55.84,-68.63,,,376.86,172.29,"-3,106",N/A,"1,391",25.56,0,0.00,,"10,369,397",피씨엘,241820,2021
"2017/12
									
(IFRS연결)","6,943",-32,-32,319,227,137,90,"9,992","3,456","6,536","5,573",963,200,284,-378,35,477,-193,"1,375",-0.46,3.27,2.50,2.30,52.88,"2,595.60","3,431",25.38,"171,476",0.51,"3,500",4.02,82.87,"4,000,000",조선내화,000480,2017
"2018/12
									
(IFRS연결)","7,892",394,394,712,580,527,52,"10,306","3,369","6,937","5,873",,200,604,-517,-56,350,254,"1,350",5.00,7.34,9.21,5.71,48.57,"2,905.81","13,184",6.33,"180,700",0.46,"4,000",4.79,24.65,"4,000,000",조선내화,000480,2018
"2019/12
									
(IFRS연결)","7,572",213,213,411,322,244,79,"10,691","3,657","7,033","5,918","1,116",200,800,-700,179,226,574,"1,562",2.82,4.25,4.13,3.07,52.00,"2,990.05","6,088",14.59,"182,083",0.49,"4,000",4.50,53.38,"4,000,000",조선내화,000480,2019
"2020/12
									
(IFRS연결)","7,052",229,229,542,397,336,61,"12,463","5,136","7,326","6,172","1,154",200,941,"-1,425","1,080",273,668,"2,834",3.25,5.63,5.55,3.43,70.11,"3,088.44","8,391",9.61,"192,878",0.42,"4,200",5.21,40.04,"4,000,000",조선내화,000480,2020
"2021/12
									
(IFRS연결)","7,463",331,331,497,334,251,83,"13,493","5,607","7,887","6,649","1,238",200,547,-603,26,746,-199,"3,197",4.44,4.47,3.91,2.57,71.09,"3,199.95","6,265",12.93,"207,776",0.39,"4,500",5.56,57.46,"4,000,000",조선내화,000480,2021
"2017/12
									
(IFRS연결)","1,336",166,166,177,141,130,10,"1,862",251,"1,611","1,546",66,60,102,-62,-74,33,69,30,12.39,10.52,8.60,7.64,15.55,"2,682.69","1,113",11.10,"16,565",0.75,460,3.72,32.96,"11,700,000",디씨엠,024090,2017
"2018/12
									
(IFRS연결)","1,221",85,85,89,72,67,5,"1,879",250,"1,628","1,562",,60,133,-76,-40,38,96,37,6.94,5.89,4.29,3.84,15.37,"2,712.73",570,19.12,"16,738",0.65,250,2.29,34.98,"11,700,000",디씨엠,024090,2018
"2019/12
									
(IFRS별도)","1,453",175,175,279,235,222,13,"2,070",323,"1,747","1,747",,60,234,-157,29,81,153,50,12.06,16.14,14.56,12.52,18.46,"3,028.84","2,005",6.06,"18,820",0.65,500,4.12,20.90,"11,700,000",디씨엠,024090,2019
"2020/12
									
(IFRS별도)","1,654",147,147,257,200,200,,"2,279",389,"1,890","1,890",,60,72,6,-46,7,65,60,8.90,12.07,10.98,9.18,20.60,"3,284.75","1,706",7.18,"20,570",0.60,500,4.08,23.01,"11,700,000",디씨엠,024090,2020
"2021/12
									
(IFRS별도)","2,508",349,349,656,508,508,,"2,869",513,"2,355","2,355",,60,158,-96,-46,32,126,60,13.91,20.23,23.91,19.72,21.80,"4,061.68","4,338",5.37,"25,636",0.91,900,3.86,16.29,"11,700,000",디씨엠,024090,2021
"2017/12
									
(IFRS연결)","24,623",784,784,880,604,317,287,"16,936","9,924","7,012","2,853","4,159",200,958,"-1,727",-753,349,609,"6,382",3.19,2.45,11.52,3.52,141.53,"1,586.73",792,13.57,"7,242",1.48,220,2.05,27.34,"40,000,000",한세예스24홀딩스,016450,2017
"2018/12
									
(IFRS연결)","25,215",565,565,-366,-454,-159,-295,"16,783","10,606","6,177","2,604",,200,145,-276,-41,407,-262,"6,736",2.24,-1.80,-5.83,-2.69,171.69,"1,495.74",-398,N/A,"6,633",1.21,220,2.75,-54.26,"40,000,000",한세예스24홀딩스,016450,2018
"2019/12
									
(IFRS연결)","27,367",980,980,208,31,202,-170,"17,314","11,355","5,959","2,715","3,244",200,"1,449",-564,-494,605,845,"7,106",3.58,0.12,7.58,0.19,190.55,"1,555.21",504,14.65,"6,914",1.07,250,3.39,48.71,"40,000,000",한세예스24홀딩스,016450,2019
"2020/12
									
(IFRS연결)","27,979",817,817,684,705,544,161,"18,400","10,942","7,458","3,683","3,774",200,"1,101",-357,-239,462,639,"6,989",2.92,2.52,16.99,3.95,146.72,"1,845.72","1,359",5.64,"9,382",0.82,250,3.26,18.06,"40,000,000",한세예스24홀딩스,016450,2020
"2021/12
									
(IFRS연결)","27,989","1,347","1,347","1,304",759,403,356,"22,413","12,919","9,494","4,737","4,756",200,-678,-302,372,455,"-1,133","7,892",4.81,2.71,9.57,3.72,136.08,"2,010.71","1,007",7.37,"12,066",0.61,250,3.37,24.36,"40,000,000",한세예스24홀딩스,016450,2021
"2017/12
									
(IFRS연결)",952,-49,-49,80,95,99,-4,"1,633",113,"1,519","1,519",,54,22,187,-30,14,8,0,-5.18,10.00,6.70,5.46,7.45,"2,749.12",927,7.92,"14,349",0.51,200,2.72,21.33,"10,716,390",아이디스,143160,2017
"2018/12
									
(IFRS연결)","1,092",3,3,43,43,43,,"1,655",137,"1,518","1,518",,54,-53,-82,-42,18,-71,0,0.24,3.97,2.86,2.64,9.00,"2,790.52",405,52.26,"14,719",1.44,250,1.18,59.45,"10,716,390",아이디스,143160,2018
"2019/12
									
(IFRS연결)","1,119",33,33,58,19,19,,"1,707",184,"1,524","1,524",,54,136,-153,-41,16,119,43,2.95,1.71,1.26,1.14,12.05,"2,778.09",178,143.18,"14,773",1.73,250,0.98,134.83,"10,716,390",아이디스,143160,2019
"2020/12
									
(IFRS연결)","1,510",143,143,146,112,112,,"1,836",219,"1,617","1,617",,54,255,-139,-40,23,232,39,9.47,7.43,7.14,6.33,13.56,"2,947.84","1,047",26.04,"15,644",1.74,300,1.10,27.64,"10,716,390",아이디스,143160,2020
"2021/12
									
(IFRS연결)","2,041",183,183,279,243,232,11,"3,051",605,"2,445","1,866",579,54,32,-323,-60,27,6,64,8.95,11.92,13.33,9.96,24.74,"3,327.81","2,166",10.85,"18,061",1.30,300,1.28,13.36,"10,716,390",아이디스,143160,2021
"2017/12
									
(IFRS연결)","4,208",129,129,-46,-120,-120,0,"3,053","2,211",842,843,-1,270,-34,-97,119,3,-37,992,3.07,-2.86,-13.21,-4.13,262.57,205.22,-222,N/A,"1,560",0.66,0,0.00,-0.13,"53,403,640",일성건설,013360,2017
"2018/12
									
(IFRS연결)","3,640",99,99,30,24,24,0,"3,087","2,187",901,902,,270,215,-108,-103,3,212,824,2.71,0.67,2.79,0.79,242.71,211.14,45,31.31,"1,669",0.84,0,0.00,0.00,"54,024,880",일성건설,013360,2018
"2019/12
									
(IFRS연결)","3,758",74,74,31,19,19,0,"3,509","2,598",911,912,-1,270,-348,74,234,13,-361,"1,115",1.97,0.49,2.05,0.56,285.16,215.38,34,36.96,"1,688",0.75,15,1.18,43.66,"54,024,880",일성건설,013360,2019
"2020/12
									
(IFRS연결)","3,410",103,103,42,29,29,0,"2,985","2,082",903,904,-1,270,307,-81,-177,12,296,989,3.02,0.84,3.16,0.88,230.57,220.23,53,21.50,"1,673",0.68,15,1.32,28.29,"54,024,880",일성건설,013360,2020
"2021/12
									
(IFRS연결)","4,162",108,108,29,58,57,1,"3,793","2,699","1,093","1,092",1,270,126,-298,366,5,121,"1,295",2.60,1.39,5.67,1.70,246.89,236.60,105,59.84,"2,021",3.10,30,0.48,28.63,"54,024,880",일성건설,013360,2021
"2017/12
									
(IFRS연결)","3,068",-1,-1,-50,-25,-16,-9,"3,456","1,821","1,635","1,305",330,139,90,-368,195,36,53,"1,015",-0.02,-0.81,-1.30,-0.70,111.40,"1,088.42",-71,N/A,"5,639",1.20,0,0.00,0.00,"25,439,139",다산네트웍스,039560,2017
"2018/12
									
(IFRS연결)","3,568",122,122,-220,-248,-261,13,"3,660","1,985","1,675","1,296",,158,-45,-2,104,18,-63,933,3.42,-6.94,-20.04,-6.96,118.46,927.48,-913,N/A,"4,775",1.44,0,0.00,0.00,"29,196,554",다산네트웍스,039560,2018
"2019/12
									
(IFRS연결)","4,407",-12,-12,-72,-95,16,-112,"4,535","2,212","2,323","1,605",718,173,-291,-233,554,31,-322,"1,060",-0.26,-2.17,1.10,-2.33,95.24,"1,003.14",52,157.48,"5,134",1.59,0,0.00,0.00,"32,078,288",다산네트웍스,039560,2019
"2020/12
									
(IFRS연결)","4,050",-58,-58,-260,-298,-134,-164,"4,528","2,217","2,312","1,571",741,188,259,-47,11,29,230,781,-1.43,-7.37,-8.47,-6.59,95.88,901.86,-404,N/A,"4,585",2.91,0,0.00,0.00,"35,090,068",다산네트웍스,039560,2020
"2021/12
									
(IFRS연결)","4,690",-316,-316,-369,-339,-78,-260,"5,203","2,316","2,887","1,764","1,123",194,-13,20,367,99,-111,432,-6.74,-7.22,-4.69,-6.96,80.22,951.17,-219,N/A,"4,962",1.45,,,,"36,380,838",다산네트웍스,039560,2021
"2017/12
									
(IFRS연결)","5,730",555,555,751,850,734,117,"3,761","1,285","2,477","2,127",350,68,562,-470,-112,251,310,76,9.69,14.84,27.73,20.03,51.87,"5,287.61","2,439",10.13,"17,092",1.45,180,0.73,3.05,"13,554,044",케이씨,029460,2017
"2018/12
									
(IFRS연결)","5,261",785,785,"2,883","2,124","1,965",159,"5,744","1,581","4,164","3,667",496,68,596,-236,0,229,367,102,14.92,40.38,67.82,44.69,37.96,"5,951.72","14,496",0.81,"29,472",0.40,220,1.87,1.39,"13,554,044",케이씨,029460,2018
"2019/12
									
(IFRS연결)","5,119",653,653,843,570,487,84,"6,805","1,732","5,073","4,498",575,68,311,526,-55,103,208,176,12.75,11.14,11.92,9.09,34.14,"6,629.59","3,591",5.19,"36,144",0.52,250,1.34,6.39,"13,554,044",케이씨,029460,2019
"2020/12
									
(IFRS연결)","5,764",761,761,831,574,479,95,"8,734","2,144","6,590","5,925",665,68,462,-401,-44,205,257,190,13.20,9.96,9.19,7.39,32.54,"7,615.26","3,534",7.82,"47,636",0.58,300,1.08,7.79,"13,554,044",케이씨,029460,2020
"2021/12
									
(IFRS연결)","5,538",655,655,847,638,522,115,"9,645","2,172","7,473","6,695",778,68,109,-479,78,266,-157,355,11.82,11.51,8.28,6.94,29.07,"8,326.56","3,854",5.93,"53,832",0.42,300,1.31,7.14,"13,554,044",케이씨,029460,2021
"2017/12
									
(IFRS연결)","8,160",591,591,742,541,437,104,"10,573","5,917","4,656","3,823",833,250,664,-165,-460,211,453,"3,583",7.25,6.63,12.18,5.24,127.07,"1,375.97","8,750",7.81,"77,316",0.88,200,0.29,2.26,"5,000,000",사조산업,007160,2017
"2018/12
									
(IFRS연결)","7,821",543,543,563,412,356,56,"11,760","6,662","5,098","4,176",,250,164,-376,493,488,-324,"4,158",6.94,5.27,8.90,3.69,130.67,"1,511.88","7,123",7.00,"84,456",0.59,250,0.50,3.47,"5,000,000",사조산업,007160,2018
"2019/12
									
(IFRS연결)","7,354",182,182,-162,-144,-128,-17,"11,374","6,524","4,850","3,996",854,250,365,-439,175,185,181,"4,234",2.48,-1.96,-3.13,-1.25,134.51,"1,455.74","-2,557",N/A,"80,809",0.46,150,0.40,-5.80,"5,000,000",사조산업,007160,2019
"2020/12
									
(IFRS연결)","6,219",219,219,208,121,74,47,"10,874","5,842","5,032","3,987","1,045",250,553,136,-514,30,523,"3,713",3.52,1.95,1.85,1.09,116.10,"1,455.06","1,480",21.09,"80,618",0.39,200,0.64,13.37,"5,000,000",사조산업,007160,2020
"2021/12
									
(IFRS연결)","5,904",492,492,703,553,448,105,"11,139","5,481","5,657","4,495","1,162",250,493,137,-568,195,298,"3,066",8.34,9.37,10.57,5.03,96.88,"1,642.73","8,967",5.28,"90,026",0.53,300,0.63,3.34,"5,000,000",사조산업,007160,2021
"2017/12
									
(IFRS연결)","1,018",30,30,117,93,95,-3,"1,787",835,952,943,9,47,131,29,8,112,19,436,2.97,9.11,10.78,5.48,87.77,"2,031.73","1,017",35.71,"10,360",3.50,0,0.00,0.00,"9,431,447",마크로젠,038290,2017
"2018/12
									
(IFRS연결)","1,128",9,9,20,17,26,-9,"1,795",615,"1,180","1,180",,53,156,-179,-91,72,84,117,0.82,1.51,2.49,0.95,52.06,"2,407.89",251,116.83,"11,778",2.49,0,0.00,0.00,"10,605,454",마크로젠,038290,2018
"2019/12
									
(IFRS연결)","1,028",37,37,79,-134,-35,-99,"2,255","1,177","1,078","1,133",-55,53,145,-581,273,162,-17,464,3.61,-13.02,-3.03,-6.61,109.17,"2,354.62",-330,N/A,"11,480",2.16,0,0.00,0.00,"10,605,454",마크로젠,038290,2019
"2020/12
									
(IFRS연결)","1,126",72,72,56,879,883,-5,"2,878",893,"1,985","1,981",4,53,206,-43,-46,130,75,372,6.36,78.04,56.72,34.24,44.96,"4,023.42","8,323",3.26,"20,306",1.33,300,1.11,3.31,"10,631,654",마크로젠,038290,2020
"2021/12
									
(IFRS연결)","1,292",118,118,149,23,11,12,"3,012",990,"2,022","2,006",15,54,212,-44,-65,90,122,345,9.13,1.79,0.56,0.78,48.99,"4,011.65",104,283.77,"20,290",1.45,300,1.02,266.82,"10,841,400",마크로젠,038290,2021
"2017/12
									
(IFRS연결)","1,849",106,106,-46,-68,-51,-17,"5,248",516,"4,732","2,901","1,853",47,107,-38,-2,30,76,9,5.75,-3.68,-1.78,-1.29,10.90,"7,538.73",-581,N/A,"33,380",0.40,0,0.00,0.00,"8,856,866",네오위즈홀딩스,042420,2017
